Census Region,Census Region Code,Year,Year Code,ICD Chapter,ICD Chapter Code,Deaths,Population,Crude Rate
Census Region 3: South,CENS-R3,2001,2001,Diseases of the eye and adnexa,H00-H57,15,101849575,0.0 (Unreliable)
Census Region 3: South,CENS-R3,2001,2001,Diseases of the ear and mastoid process,H60-H93,26,101849575,0
Census Region 3: South,CENS-R3,2001,2001,Diseases of the circulatory system,I00-I99,341095,101849575,334.9
Census Region 3: South,CENS-R3,2001,2001,Diseases of the respiratory system,J00-J98,83937,101849575,82.4
Census Region 3: South,CENS-R3,2001,2001,Diseases of the digestive system,K00-K92,31404,101849575,30.8
Census Region 3: South,CENS-R3,2001,2001,Diseases of the skin and subcutaneous tissue,L00-L98,1527,101849575,1.5
Census Region 3: South,CENS-R3,2001,2001,Diseases of the musculoskeletal system and connective tissue,M00-M99,5042,101849575,5
Census Region 3: South,CENS-R3,2001,2001,Diseases of the genitourinary system,N00-N98,22004,101849575,21.6
Census Region 3: South,CENS-R3,2001,2001,"Pregnancy, childbirth and the puerperium",O00-O99,187,101849575,0.2
Census Region 3: South,CENS-R3,2001,2001,Certain conditions originating in the perinatal period,P00-P96,5695,101849575,5.6
Census Region 3: South,CENS-R3,2001,2001,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,3954,101849575,3.9
Census Region 3: South,CENS-R3,2001,2001,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,12011,101849575,11.8
Census Region 3: South,CENS-R3,2001,2001,Codes for special purposes,U00-U99,184,101849575,0.2
Census Region 3: South,CENS-R3,2001,2001,External causes of morbidity and mortality,V01-Y89,64785,101849575,63.6
Census Region 3: South,CENS-R3,2002,2002,Certain infectious and parasitic diseases,A00-B99,27037,103150787,26.2
Census Region 3: South,CENS-R3,2002,2002,Neoplasms,C00-D48,208882,103150787,202.5
Census Region 3: South,CENS-R3,2002,2002,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,3813,103150787,3.7
Census Region 3: South,CENS-R3,2002,2002,"Endocrine, nutritional and metabolic diseases",E00-E88,38440,103150787,37.3
Census Region 3: South,CENS-R3,2002,2002,Mental and behavioural disorders,F01-F99,20210,103150787,19.6
Census Region 3: South,CENS-R3,2002,2002,Diseases of the nervous system,G00-G98,37166,103150787,36
Census Region 3: South,CENS-R3,2002,2002,Diseases of the eye and adnexa,H00-H57,14,103150787,0.0 (Unreliable)
Census Region 3: South,CENS-R3,2002,2002,Diseases of the ear and mastoid process,H60-H93,29,103150787,0
Census Region 3: South,CENS-R3,2002,2002,Diseases of the circulatory system,I00-I99,339696,103150787,329.3
Census Region 3: South,CENS-R3,2002,2002,Diseases of the respiratory system,J00-J98,85687,103150787,83.1
Census Region 3: South,CENS-R3,2002,2002,Diseases of the digestive system,K00-K92,31817,103150787,30.8
Census Region 3: South,CENS-R3,2002,2002,Diseases of the skin and subcutaneous tissue,L00-L98,1651,103150787,1.6
Census Region 3: South,CENS-R3,2002,2002,Diseases of the musculoskeletal system and connective tissue,M00-M99,5173,103150787,5
Census Region 3: South,CENS-R3,2002,2002,Diseases of the genitourinary system,N00-N98,22225,103150787,21.5
Census Region 3: South,CENS-R3,2002,2002,"Pregnancy, childbirth and the puerperium",O00-O99,175,103150787,0.2
Census Region 3: South,CENS-R3,2002,2002,Certain conditions originating in the perinatal period,P00-P96,5819,103150787,5.6
Census Region 3: South,CENS-R3,2002,2002,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,3980,103150787,3.9
Census Region 3: South,CENS-R3,2002,2002,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,13335,103150787,12.9
Census Region 3: South,CENS-R3,2002,2002,External causes of morbidity and mortality,V01-Y89,66519,103150787,64.5
Census Region 3: South,CENS-R3,2003,2003,Certain infectious and parasitic diseases,A00-B99,27716,104380188,26.6
Census Region 3: South,CENS-R3,2003,2003,Neoplasms,C00-D48,208931,104380188,200.2
Census Region 3: South,CENS-R3,2003,2003,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,3830,104380188,3.7
Census Region 3: South,CENS-R3,2003,2003,"Endocrine, nutritional and metabolic diseases",E00-E88,39123,104380188,37.5
Census Region 3: South,CENS-R3,2003,2003,Mental and behavioural disorders,F01-F99,21854,104380188,20.9
Census Region 3: South,CENS-R3,2003,2003,Diseases of the nervous system,G00-G98,39652,104380188,38
Census Region 3: South,CENS-R3,2003,2003,Diseases of the eye and adnexa,H00-H57,16,104380188,0.0 (Unreliable)
Census Region 3: South,CENS-R3,2003,2003,Diseases of the ear and mastoid process,H60-H93,28,104380188,0
Census Region 3: South,CENS-R3,2003,2003,Diseases of the circulatory system,I00-I99,334160,104380188,320.1
Census Region 3: South,CENS-R3,2003,2003,Diseases of the respiratory system,J00-J98,86715,104380188,83.1
Census Region 3: South,CENS-R3,2003,2003,Diseases of the digestive system,K00-K92,32524,104380188,31.2
Census Region 3: South,CENS-R3,2003,2003,Diseases of the skin and subcutaneous tissue,L00-L98,1725,104380188,1.7
Census Region 3: South,CENS-R3,2003,2003,Diseases of the musculoskeletal system and connective tissue,M00-M99,5242,104380188,5
Census Region 3: South,CENS-R3,2003,2003,Diseases of the genitourinary system,N00-N98,23298,104380188,22.3
Census Region 3: South,CENS-R3,2003,2003,"Pregnancy, childbirth and the puerperium",O00-O99,235,104380188,0.2
Census Region 3: South,CENS-R3,2003,2003,Certain conditions originating in the perinatal period,P00-P96,5930,104380188,5.7
Census Region 3: South,CENS-R3,2003,2003,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,4015,104380188,3.8
Census Region 3: South,CENS-R3,2003,2003,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,13645,104380188,13.1
Census Region 3: South,CENS-R3,2003,2003,External causes of morbidity and mortality,V01-Y89,68784,104380188,65.9
Census Region 3: South,CENS-R3,2004,2004,Certain infectious and parasitic diseases,A00-B99,27605,105883977,26.1
Census Region 3: South,CENS-R3,2004,2004,Neoplasms,C00-D48,209327,105883977,197.7
Census Region 3: South,CENS-R3,2004,2004,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,3834,105883977,3.6
Census Region 3: South,CENS-R3,2004,2004,"Endocrine, nutritional and metabolic diseases",E00-E88,38640,105883977,36.5
Census Region 3: South,CENS-R3,2004,2004,Mental and behavioural disorders,F01-F99,22629,105883977,21.4
Census Region 3: South,CENS-R3,2004,2004,Diseases of the nervous system,G00-G98,40782,105883977,38.5
Census Region 3: South,CENS-R3,2004,2004,Diseases of the eye and adnexa,H00-H57,12,105883977,0.0 (Unreliable)
Census Region 3: South,CENS-R3,2004,2004,Diseases of the ear and mastoid process,H60-H93,25,105883977,0
Census Region 3: South,CENS-R3,2004,2004,Diseases of the circulatory system,I00-I99,320358,105883977,302.6
Census Region 3: South,CENS-R3,2004,2004,Diseases of the respiratory system,J00-J98,83083,105883977,78.5
Census Region 3: South,CENS-R3,2004,2004,Diseases of the digestive system,K00-K92,32110,105883977,30.3
Census Region 3: South,CENS-R3,2004,2004,Diseases of the skin and subcutaneous tissue,L00-L98,1764,105883977,1.7
Census Region 3: South,CENS-R3,2004,2004,Diseases of the musculoskeletal system and connective tissue,M00-M99,5302,105883977,5
Census Region 3: South,CENS-R3,2004,2004,Diseases of the genitourinary system,N00-N98,23362,105883977,22.1
Census Region 3: South,CENS-R3,2004,2004,"Pregnancy, childbirth and the puerperium",O00-O99,226,105883977,0.2
Census Region 3: South,CENS-R3,2004,2004,Certain conditions originating in the perinatal period,P00-P96,5936,105883977,5.6
Census Region 3: South,CENS-R3,2004,2004,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,3971,105883977,3.8
Census Region 3: South,CENS-R3,2004,2004,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,13849,105883977,13.1
Census Region 3: South,CENS-R3,2004,2004,External causes of morbidity and mortality,V01-Y89,70406,105883977,66.5
Census Region 3: South,CENS-R3,2005,2005,Certain infectious and parasitic diseases,A00-B99,28327,107479771,26.4
Census Region 3: South,CENS-R3,2005,2005,Neoplasms,C00-D48,212665,107479771,197.9
Census Region 3: South,CENS-R3,2005,2005,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,3870,107479771,3.6
Census Region 3: South,CENS-R3,2005,2005,"Endocrine, nutritional and metabolic diseases",E00-E88,40139,107479771,37.3
Census Region 3: South,CENS-R3,2005,2005,Mental and behavioural disorders,F01-F99,26041,107479771,24.2
Census Region 3: South,CENS-R3,2005,2005,Diseases of the nervous system,G00-G98,44284,107479771,41.2
Census Region 3: South,CENS-R3,2005,2005,Diseases of the eye and adnexa,H00-H57,18,107479771,0.0 (Unreliable)
Census Region 3: South,CENS-R3,2005,2005,Diseases of the ear and mastoid process,H60-H93,32,107479771,0
Census Region 3: South,CENS-R3,2005,2005,Diseases of the circulatory system,I00-I99,319406,107479771,297.2
Census Region 3: South,CENS-R3,2005,2005,Diseases of the respiratory system,J00-J98,87955,107479771,81.8
Census Region 3: South,CENS-R3,2005,2005,Diseases of the digestive system,K00-K92,32684,107479771,30.4
Census Region 3: South,CENS-R3,2005,2005,Diseases of the skin and subcutaneous tissue,L00-L98,1725,107479771,1.6
Census Region 3: South,CENS-R3,2005,2005,Diseases of the musculoskeletal system and connective tissue,M00-M99,5142,107479771,4.8
Census Region 3: South,CENS-R3,2005,2005,Diseases of the genitourinary system,N00-N98,24632,107479771,22.9
Census Region 3: South,CENS-R3,2005,2005,"Pregnancy, childbirth and the puerperium",O00-O99,323,107479771,0.3
Census Region 3: South,CENS-R3,2005,2005,Certain conditions originating in the perinatal period,P00-P96,6115,107479771,5.7
Census Region 3: South,CENS-R3,2005,2005,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,3900,107479771,3.6
Census Region 3: South,CENS-R3,2005,2005,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,14742,107479771,13.7
Census Region 3: South,CENS-R3,2005,2005,External causes of morbidity and mortality,V01-Y89,73170,107479771,68.1
Census Region 3: South,CENS-R3,2006,2006,Certain infectious and parasitic diseases,A00-B99,28636,109076933,26.3
Census Region 3: South,CENS-R3,2006,2006,Neoplasms,C00-D48,213733,109076933,195.9
Census Region 3: South,CENS-R3,2006,2006,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,3670,109076933,3.4
Census Region 3: South,CENS-R3,2006,2006,"Endocrine, nutritional and metabolic diseases",E00-E88,38375,109076933,35.2
Census Region 3: South,CENS-R3,2006,2006,Mental and behavioural disorders,F01-F99,34461,109076933,31.6
Census Region 3: South,CENS-R3,2006,2006,Diseases of the nervous system,G00-G98,45285,109076933,41.5
Census Region 3: South,CENS-R3,2006,2006,Diseases of the eye and adnexa,H00-H57,20,109076933,0
Census Region 3: South,CENS-R3,2006,2006,Diseases of the ear and mastoid process,H60-H93,25,109076933,0
Census Region 3: South,CENS-R3,2006,2006,Diseases of the circulatory system,I00-I99,306738,109076933,281.2
Census Region 3: South,CENS-R3,2006,2006,Diseases of the respiratory system,J00-J98,83561,109076933,76.6
Census Region 3: South,CENS-R3,2006,2006,Diseases of the digestive system,K00-K92,32540,109076933,29.8
Census Region 3: South,CENS-R3,2006,2006,Diseases of the skin and subcutaneous tissue,L00-L98,1594,109076933,1.5
Census Region 3: South,CENS-R3,2006,2006,Diseases of the musculoskeletal system and connective tissue,M00-M99,4995,109076933,4.6
Census Region 3: South,CENS-R3,2006,2006,Diseases of the genitourinary system,N00-N98,25150,109076933,23.1
Census Region 3: South,CENS-R3,2006,2006,"Pregnancy, childbirth and the puerperium",O00-O99,286,109076933,0.3
Census Region 3: South,CENS-R3,2006,2006,Certain conditions originating in the perinatal period,P00-P96,6144,109076933,5.6
Census Region 3: South,CENS-R3,2006,2006,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,4019,109076933,3.7
Census Region 3: South,CENS-R3,2006,2006,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,14919,109076933,13.7
Census Region 3: South,CENS-R3,2006,2006,External causes of morbidity and mortality,V01-Y89,74696,109076933,68.5
Census Region 3: South,CENS-R3,2007,2007,Certain infectious and parasitic diseases,A00-B99,28599,110688742,25.8
Census Region 3: South,CENS-R3,2007,2007,Neoplasms,C00-D48,215086,110688742,194.3
Census Region 3: South,CENS-R3,2007,2007,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,3923,110688742,3.5
Census Region 3: South,CENS-R3,2007,2007,"Endocrine, nutritional and metabolic diseases",E00-E88,38105,110688742,34.4
Census Region 3: South,CENS-R3,2007,2007,Mental and behavioural disorders,F01-F99,34248,110688742,30.9
Census Region 3: South,CENS-R3,2007,2007,Diseases of the nervous system,G00-G98,46966,110688742,42.4
Census Region 3: South,CENS-R3,2007,2007,Diseases of the eye and adnexa,H00-H57,14,110688742,0.0 (Unreliable)
Census Region 3: South,CENS-R3,2007,2007,Diseases of the ear and mastoid process,H60-H93,23,110688742,0
Census Region 3: South,CENS-R3,2007,2007,Diseases of the circulatory system,I00-I99,302111,110688742,272.9
Census Region 3: South,CENS-R3,2007,2007,Diseases of the respiratory system,J00-J98,85570,110688742,77.3
Census Region 3: South,CENS-R3,2007,2007,Diseases of the digestive system,K00-K92,33272,110688742,30.1
Census Region 3: South,CENS-R3,2007,2007,Diseases of the skin and subcutaneous tissue,L00-L98,1546,110688742,1.4
Census Region 3: South,CENS-R3,2007,2007,Diseases of the musculoskeletal system and connective tissue,M00-M99,4985,110688742,4.5
Census Region 3: South,CENS-R3,2007,2007,Diseases of the genitourinary system,N00-N98,26198,110688742,23.7
Census Region 3: South,CENS-R3,2007,2007,"Pregnancy, childbirth and the puerperium",O00-O99,297,110688742,0.3
Census Region 3: South,CENS-R3,2007,2007,Certain conditions originating in the perinatal period,P00-P96,6127,110688742,5.5
Census Region 3: South,CENS-R3,2007,2007,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,4033,110688742,3.6
Census Region 3: South,CENS-R3,2007,2007,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,16518,110688742,14.9
Census Region 3: South,CENS-R3,2007,2007,External causes of morbidity and mortality,V01-Y89,76739,110688742,69.3
Census Region 3: South,CENS-R3,2008,2008,Certain infectious and parasitic diseases,A00-B99,29278,112184930,26.1
Census Region 3: South,CENS-R3,2008,2008,Neoplasms,C00-D48,217291,112184930,193.7
Census Region 3: South,CENS-R3,2008,2008,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,4063,112184930,3.6
Census Region 3: South,CENS-R3,2008,2008,"Endocrine, nutritional and metabolic diseases",E00-E88,38534,112184930,34.3
Census Region 3: South,CENS-R3,2008,2008,Mental and behavioural disorders,F01-F99,39725,112184930,35.4
Census Region 3: South,CENS-R3,2008,2008,Diseases of the nervous system,G00-G98,49667,112184930,44.3
Census Region 3: South,CENS-R3,2008,2008,Diseases of the eye and adnexa,H00-H57,20,112184930,0
Census Region 3: South,CENS-R3,2008,2008,Diseases of the ear and mastoid process,H60-H93,39,112184930,0
Census Region 3: South,CENS-R3,2008,2008,Diseases of the circulatory system,I00-I99,301027,112184930,268.3
Census Region 3: South,CENS-R3,2008,2008,Diseases of the respiratory system,J00-J98,92125,112184930,82.1
Census Region 3: South,CENS-R3,2008,2008,Diseases of the digestive system,K00-K92,34175,112184930,30.5
Census Region 3: South,CENS-R3,2008,2008,Diseases of the skin and subcutaneous tissue,L00-L98,1633,112184930,1.5
Census Region 3: South,CENS-R3,2008,2008,Diseases of the musculoskeletal system and connective tissue,M00-M99,4944,112184930,4.4
Census Region 3: South,CENS-R3,2008,2008,Diseases of the genitourinary system,N00-N98,25774,112184930,23
Census Region 3: South,CENS-R3,2008,2008,"Pregnancy, childbirth and the puerperium",O00-O99,320,112184930,0.3
Census Region 3: South,CENS-R3,2008,2008,Certain conditions originating in the perinatal period,P00-P96,5869,112184930,5.2
Census Region 3: South,CENS-R3,2008,2008,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,3889,112184930,3.5
Census Region 3: South,CENS-R3,2008,2008,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,20321,112184930,18.1
Census Region 3: South,CENS-R3,2008,2008,External causes of morbidity and mortality,V01-Y89,75842,112184930,67.6
Census Region 3: South,CENS-R3,2009,2009,Certain infectious and parasitic diseases,A00-B99,29831,113548615,26.3
Census Region 3: South,CENS-R3,2009,2009,Neoplasms,C00-D48,218467,113548615,192.4
Census Region 3: South,CENS-R3,2009,2009,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,4027,113548615,3.5
Census Region 3: South,CENS-R3,2009,2009,"Endocrine, nutritional and metabolic diseases",E00-E88,38297,113548615,33.7
Census Region 3: South,CENS-R3,2009,2009,Mental and behavioural disorders,F01-F99,40825,113548615,36
Census Region 3: South,CENS-R3,2009,2009,Diseases of the nervous system,G00-G98,49291,113548615,43.4
Census Region 3: South,CENS-R3,2009,2009,Diseases of the eye and adnexa,H00-H57,17,113548615,0.0 (Unreliable)
Census Region 3: South,CENS-R3,2009,2009,Diseases of the ear and mastoid process,H60-H93,17,113548615,0.0 (Unreliable)
Census Region 3: South,CENS-R3,2009,2009,Diseases of the circulatory system,I00-I99,295534,113548615,260.3
Census Region 3: South,CENS-R3,2009,2009,Diseases of the respiratory system,J00-J98,91133,113548615,80.3
Census Region 3: South,CENS-R3,2009,2009,Diseases of the digestive system,K00-K92,33565,113548615,29.6
Census Region 3: South,CENS-R3,2009,2009,Diseases of the skin and subcutaneous tissue,L00-L98,1630,113548615,1.4
Census Region 3: South,CENS-R3,2009,2009,Diseases of the musculoskeletal system and connective tissue,M00-M99,4914,113548615,4.3
Census Region 3: South,CENS-R3,2009,2009,Diseases of the genitourinary system,N00-N98,26234,113548615,23.1
Census Region 3: South,CENS-R3,2009,2009,"Pregnancy, childbirth and the puerperium",O00-O99,406,113548615,0.4
Census Region 3: South,CENS-R3,2009,2009,Certain conditions originating in the perinatal period,P00-P96,5522,113548615,4.9
Census Region 3: South,CENS-R3,2009,2009,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,3842,113548615,3.4
Census Region 3: South,CENS-R3,2009,2009,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,18220,113548615,16
Census Region 3: South,CENS-R3,2009,2009,External causes of morbidity and mortality,V01-Y89,74898,113548615,66
Census Region 3: South,CENS-R3,2010,2010,Certain infectious and parasitic diseases,A00-B99,28608,114555744,25
Census Region 3: South,CENS-R3,2010,2010,Neoplasms,C00-D48,221766,114555744,193.6
Census Region 3: South,CENS-R3,2010,2010,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,4033,114555744,3.5
Census Region 3: South,CENS-R3,2010,2010,"Endocrine, nutritional and metabolic diseases",E00-E88,38701,114555744,33.8
Census Region 3: South,CENS-R3,2010,2010,Mental and behavioural disorders,F01-F99,47055,114555744,41.1
Census Region 3: South,CENS-R3,2010,2010,Diseases of the nervous system,G00-G98,51860,114555744,45.3
Census Region 3: South,CENS-R3,2010,2010,Diseases of the eye and adnexa,H00-H57,22,114555744,0
Census Region 3: South,CENS-R3,2010,2010,Diseases of the ear and mastoid process,H60-H93,28,114555744,0
Census Region 3: South,CENS-R3,2010,2010,Diseases of the circulatory system,I00-I99,296913,114555744,259.2
Census Region 3: South,CENS-R3,2010,2010,Diseases of the respiratory system,J00-J98,91929,114555744,80.2
Census Region 3: South,CENS-R3,2010,2010,Diseases of the digestive system,K00-K92,34611,114555744,30.2
Census Region 3: South,CENS-R3,2010,2010,Diseases of the skin and subcutaneous tissue,L00-L98,1555,114555744,1.4
Census Region 3: South,CENS-R3,2010,2010,Diseases of the musculoskeletal system and connective tissue,M00-M99,4782,114555744,4.2
Census Region 3: South,CENS-R3,2010,2010,Diseases of the genitourinary system,N00-N98,27288,114555744,23.8
Census Region 3: South,CENS-R3,2010,2010,"Pregnancy, childbirth and the puerperium",O00-O99,343,114555744,0.3
Census Region 3: South,CENS-R3,2010,2010,Certain conditions originating in the perinatal period,P00-P96,4981,114555744,4.3
Census Region 3: South,CENS-R3,2010,2010,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,3684,114555744,3.2
Census Region 3: South,CENS-R3,2010,2010,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,19381,114555744,16.9
Census Region 3: South,CENS-R3,2010,2010,External causes of morbidity and mortality,V01-Y89,75114,114555744,65.6
Census Region 3: South,CENS-R3,2011,2011,Certain infectious and parasitic diseases,A00-B99,29220,116061801,25.2
Census Region 3: South,CENS-R3,2011,2011,Neoplasms,C00-D48,223658,116061801,192.7
Census Region 3: South,CENS-R3,2011,2011,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,4216,116061801,3.6
Census Region 3: South,CENS-R3,2011,2011,"Endocrine, nutritional and metabolic diseases",E00-E88,40567,116061801,35
Census Region 3: South,CENS-R3,2011,2011,Mental and behavioural disorders,F01-F99,52605,116061801,45.3
Census Region 3: South,CENS-R3,2011,2011,Diseases of the nervous system,G00-G98,53107,116061801,45.8
Census Region 3: South,CENS-R3,2011,2011,Diseases of the eye and adnexa,H00-H57,17,116061801,0.0 (Unreliable)
Census Region 3: South,CENS-R3,2011,2011,Diseases of the ear and mastoid process,H60-H93,26,116061801,0
Census Region 3: South,CENS-R3,2011,2011,Diseases of the circulatory system,I00-I99,292822,116061801,252.3
Census Region 3: South,CENS-R3,2011,2011,Diseases of the respiratory system,J00-J98,94443,116061801,81.4
Census Region 3: South,CENS-R3,2011,2011,Diseases of the digestive system,K00-K92,35484,116061801,30.6
Census Region 3: South,CENS-R3,2011,2011,Diseases of the skin and subcutaneous tissue,L00-L98,1560,116061801,1.3
Census Region 3: South,CENS-R3,2011,2011,Diseases of the musculoskeletal system and connective tissue,M00-M99,4790,116061801,4.1
Census Region 3: South,CENS-R3,2011,2011,Diseases of the genitourinary system,N00-N98,25214,116061801,21.7
Census Region 3: South,CENS-R3,2011,2011,"Pregnancy, childbirth and the puerperium",O00-O99,390,116061801,0.3
Census Region 3: South,CENS-R3,2011,2011,Certain conditions originating in the perinatal period,P00-P96,5036,116061801,4.3
Census Region 3: South,CENS-R3,2011,2011,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,3759,116061801,3.2
Census Region 3: South,CENS-R3,2011,2011,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,19717,116061801,17
Census Region 3: South,CENS-R3,2011,2011,External causes of morbidity and mortality,V01-Y89,76881,116061801,66.2
Census Region 3: South,CENS-R3,2012,2012,Certain infectious and parasitic diseases,A00-B99,29490,117299171,25.1
Census Region 3: South,CENS-R3,2012,2012,Neoplasms,C00-D48,226686,117299171,193.3
Census Region 3: South,CENS-R3,2012,2012,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,4392,117299171,3.7
Census Region 3: South,CENS-R3,2012,2012,"Endocrine, nutritional and metabolic diseases",E00-E88,41103,117299171,35
Census Region 3: South,CENS-R3,2012,2012,Mental and behavioural disorders,F01-F99,58592,117299171,50
Census Region 3: South,CENS-R3,2012,2012,Diseases of the nervous system,G00-G98,53627,117299171,45.7
Census Region 3: South,CENS-R3,2012,2012,Diseases of the eye and adnexa,H00-H57,22,117299171,0
Census Region 3: South,CENS-R3,2012,2012,Diseases of the ear and mastoid process,H60-H93,24,117299171,0
Census Region 3: South,CENS-R3,2012,2012,Diseases of the circulatory system,I00-I99,298201,117299171,254.2
Census Region 3: South,CENS-R3,2012,2012,Diseases of the respiratory system,J00-J98,95180,117299171,81.1
Census Region 3: South,CENS-R3,2012,2012,Diseases of the digestive system,K00-K92,36803,117299171,31.4
Census Region 3: South,CENS-R3,2012,2012,Diseases of the skin and subcutaneous tissue,L00-L98,1645,117299171,1.4
Census Region 3: South,CENS-R3,2012,2012,Diseases of the musculoskeletal system and connective tissue,M00-M99,4822,117299171,4.1
Census Region 3: South,CENS-R3,2012,2012,Diseases of the genitourinary system,N00-N98,25753,117299171,22
Census Region 3: South,CENS-R3,2012,2012,"Pregnancy, childbirth and the puerperium",O00-O99,459,117299171,0.4
Census Region 3: South,CENS-R3,2012,2012,Certain conditions originating in the perinatal period,P00-P96,4929,117299171,4.2
Census Region 3: South,CENS-R3,2012,2012,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,3778,117299171,3.2
Census Region 3: South,CENS-R3,2012,2012,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,20201,117299171,17.2
Census Region 3: South,CENS-R3,2012,2012,External causes of morbidity and mortality,V01-Y89,77994,117299171,66.5
Census Region 3: South,CENS-R3,2013,2013,Certain infectious and parasitic diseases,A00-B99,30689,118424320,25.9
Census Region 3: South,CENS-R3,2013,2013,Neoplasms,C00-D48,229102,118424320,193.5
Census Region 3: South,CENS-R3,2013,2013,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,4273,118424320,3.6
Census Region 3: South,CENS-R3,2013,2013,"Endocrine, nutritional and metabolic diseases",E00-E88,42442,118424320,35.8
Census Region 3: South,CENS-R3,2013,2013,Mental and behavioural disorders,F01-F99,62395,118424320,52.7
Census Region 3: South,CENS-R3,2013,2013,Diseases of the nervous system,G00-G98,55844,118424320,47.2
Census Region 3: South,CENS-R3,2013,2013,Diseases of the eye and adnexa,H00-H57,10,118424320,0.0 (Unreliable)
Census Region 3: South,CENS-R3,2013,2013,Diseases of the ear and mastoid process,H60-H93,27,118424320,0
Census Region 3: South,CENS-R3,2013,2013,Diseases of the circulatory system,I00-I99,304528,118424320,257.1
Census Region 3: South,CENS-R3,2013,2013,Diseases of the respiratory system,J00-J98,101160,118424320,85.4
Census Region 3: South,CENS-R3,2013,2013,Diseases of the digestive system,K00-K92,37670,118424320,31.8
Census Region 3: South,CENS-R3,2013,2013,Diseases of the skin and subcutaneous tissue,L00-L98,1733,118424320,1.5
Census Region 3: South,CENS-R3,2013,2013,Diseases of the musculoskeletal system and connective tissue,M00-M99,4846,118424320,4.1
Census Region 3: South,CENS-R3,2013,2013,Diseases of the genitourinary system,N00-N98,26895,118424320,22.7
Census Region 3: South,CENS-R3,2013,2013,"Pregnancy, childbirth and the puerperium",O00-O99,554,118424320,0.5
Census Region 3: South,CENS-R3,2013,2013,Certain conditions originating in the perinatal period,P00-P96,5044,118424320,4.3
Census Region 3: South,CENS-R3,2013,2013,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,3711,118424320,3.1
Census Region 3: South,CENS-R3,2013,2013,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,17566,118424320,14.8
Census Region 3: South,CENS-R3,2013,2013,External causes of morbidity and mortality,V01-Y89,77887,118424320,65.8
Census Region 3: South,CENS-R3,2014,2014,Certain infectious and parasitic diseases,A00-B99,31049,119696311,25.9
Census Region 3: South,CENS-R3,2014,2014,Neoplasms,C00-D48,232737,119696311,194.4
Census Region 3: South,CENS-R3,2014,2014,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,4479,119696311,3.7
Census Region 3: South,CENS-R3,2014,2014,"Endocrine, nutritional and metabolic diseases",E00-E88,43766,119696311,36.6
Census Region 3: South,CENS-R3,2014,2014,Mental and behavioural disorders,F01-F99,58191,119696311,48.6
Census Region 3: South,CENS-R3,2014,2014,Diseases of the nervous system,G00-G98,63202,119696311,52.8
Census Region 3: South,CENS-R3,2014,2014,Diseases of the eye and adnexa,H00-H57,13,119696311,0.0 (Unreliable)
